1,2010,10.5
2,2010,9.8
4,2010,8
5,2010,6.9
6,2010,7.1
8,2010,8
9,2010,7.6
10,2010,7.4
11,2010,6.6
12,2010,7.1
13,2010,10.4
15,2010,9.5
16,2010,8.2
17,2010,8
18,2010,7
19,2010,8.6
20,2010,8.6
21,2010,7.6
22,2010,7.8
23,2010,6
24,2010,12.2
25,2010,11.6
26,2010,10.4
27,2010,8.9
28,2010,7.5
29,2010,8.7
30,2010,8.4
31,2010,8.1
32,2010,6.6
33,2010,4.9
34,2010,9.2
35,2010,8.9
36,2010,8.4
37,2010,7.7
38,2010,6.6
39,2010,8.5
40,2010,7.5
41,2010,7.2
42,2010,7
44,2010,5.8
45,2010,9.2
46,2010,10.4
47,2010,9
48,2010,8.6
49,2010,7.8
50,2010,11.1
51,2010,10
53,2010,8.4
54,2010,7.1
55,2010,6.3
56,2010,10.7
1,2011,10.1
2,2011,9.1
4,2011,8.2
5,2011,7.2
6,2011,7
8,2011,7.3
9,2011,6
10,2011,4.8
11,2011,4.4
12,2011,9
13,2011,8.7
15,2011,7.1
16,2011,6.5
17,2011,4.7
18,2011,10.2
19,2011,9.7
20,2011,8.7
21,2011,9.1
22,2011,7
23,2011,10.6
24,2011,9
25,2011,8.3
26,2011,7.7
27,2011,6.1
28,2011,6.1
29,2011,5.8
30,2011,5.1
31,2011,4.7
32,2011,4.6
33,2011,7.4
34,2011,6.7
35,2011,5.6
36,2011,5.6
37,2011,4.6
38,2011,10.3
39,2011,9.5
40,2011,8
41,2011,8.1
42,2011,6.5
44,2011,7.8
45,2011,7.8
46,2011,7.1
47,2011,7
48,2011,6.4
49,2011,8.2
50,2011,8
51,2011,7.7
53,2011,6.8
54,2011,5.7
55,2011,7.7
56,2011,7
1,2012,7
2,2012,6.7
4,2012,5.8
5,2012,8.5
6,2012,7.3
8,2012,6.7
9,2012,7
10,2012,5.8
11,2012,12.2
12,2012,10.2
13,2012,9.1
15,2012,8.6
16,2012,7.2
17,2012,7.3
18,2012,6.5
19,2012,5.8
20,2012,4.9
21,2012,4
22,2012,10.9
23,2012,10.5
24,2012,8.9
25,2012,8.8
26,2012,7.7
27,2012,9.5
28,2012,8.4
29,2012,6.9
30,2012,6.6
31,2012,6.4
32,2012,7.7
33,2012,7.3
34,2012,6.1
35,2012,5.5
36,2012,4.6
37,2012,4.8
38,2012,4.5
39,2012,4
40,2012,4.1
41,2012,3.3
42,2012,14.4
44,2012,13.1
45,2012,11
46,2012,9.8
47,2012,7.7
48,2012,5.9
49,2012,5.4
50,2012,5.6
51,2012,5.2
53,2012,4.2
54,2012,9.3
55,2012,9.4
56,2012,9.5
1,2013,8.2
2,2013,6.7
4,2013,8.5
5,2013,7.4
6,2013,7.1
8,2013,7.2
9,2013,7
10,2013,8.5
11,2013,8.1
12,2013,8.7
13,2013,7.6
15,2013,6.4
16,2013,10.5
17,2013,10.5
18,2013,9.2
19,2013,7.9
20,2013,6.2
21,2013,3.8
22,2013,3.6
23,2013,3.2
24,2013,2.9
25,2013,2.8
26,2013,10.1
27,2013,8.7
28,2013,7.2
29,2013,7.6
30,2013,5.6
31,2013,7.2
32,2013,6.2
33,2013,5.1
34,2013,5.6
35,2013,4.5
36,2013,11
37,2013,9.4
38,2013,8.9
39,2013,7.9
40,2013,7.1
41,2013,8.6
42,2013,7.8
44,2013,7.8
45,2013,7.5
46,2013,5.7
47,2013,11.3
48,2013,11.1
49,2013,10.5
50,2013,9.2
51,2013,7.7
53,2013,11
54,2013,10.5
55,2013,9.4
56,2013,7.6
1,2014,6.4
2,2014,5.1
4,2014,4.9
5,2014,4.6
6,2014,3.6
8,2014,3.5
9,2014,9.4
10,2014,9.2
11,2014,7.8
12,2014,8
13,2014,6.6
15,2014,8
16,2014,7.8
17,2014,6.7
18,2014,6.3
19,2014,5
20,2014,8.2
21,2014,7
22,2014,5.8
23,2014,4.4
24,2014,3.9
25,2014,6.2
26,2014,5.8
27,2014,5.1
28,2014,4.3
29,2014,4.2
30,2014,7.5
31,2014,6.5
32,2014,6
33,2014,5.6
34,2014,5.2
35,2014,10.2
36,2014,9.4
37,2014,8.3
38,2014,7
39,2014,6.3
40,2014,9
41,2014,8.1
42,2014,7.4
44,2014,6.6
45,2014,6.6
46,2014,8.7
47,2014,7.8
48,2014,7.1
49,2014,6.7
50,2014,5.6
51,2014,6.6
53,2014,5.9
54,2014,5.5
55,2014,4.6
56,2014,4.4
