1,2013,0.15
2,2013,0.11
4,2013,0.15
5,2013,0.14
6,2013,0.19
8,2013,0.12
9,2013,0.15
10,2013,0.1
11,2013,0.15
12,2013,0.1
13,2013,0.12
15,2013,0.11
16,2013,0.1
17,2013,0.07
18,2013,0.07
19,2013,0.07
20,2013,0.08
21,2013,0.06
22,2013,0.19
23,2013,0.15
24,2013,0.16
25,2013,0.16
26,2013,0.05
27,2013,0.05
28,2013,0.15
29,2013,0.11
30,2013,0.1
31,2013,0.09
32,2013,0.13
33,2013,0.11
34,2013,0.08
35,2013,0.06
36,2013,0.1
37,2013,0.11
38,2013,0.14
39,2013,0.07
40,2013,0.14
41,2013,0.13
42,2013,0.09
44,2013,0.09
45,2013,0.11
46,2013,0.06
47,2013,0.03
48,2013,0.04
49,2013,0.11
50,2013,0.07
51,2013,0.07
53,2013,0.07
54,2013,0.14
55,2013,0.12
56,2013,0.11
1,2014,0.09
2,2014,0.16
4,2014,0.13
5,2014,0.09
6,2014,0.1
8,2014,0.19
9,2014,0.13
10,2014,0.11
11,2014,0.07
12,2014,0.12
13,2014,0.11
15,2014,0.16
16,2014,0.12
17,2014,0.1
18,2014,0.08
19,2014,0.15
20,2014,0.12
21,2014,0.11
22,2014,0.09
23,2014,0.12
24,2014,0.07
25,2014,0.15
26,2014,0.16
27,2014,0.12
28,2014,0.08
29,2014,0.1
30,2014,0.08
31,2014,0.09
32,2014,0.05
33,2014,0.16
34,2014,0.13
35,2014,0.1
36,2014,0.09
37,2014,0.13
38,2014,0.1
39,2014,0.2
40,2014,0.17
41,2014,0.12
42,2014,0.12
44,2014,0.08
45,2014,0.06
46,2014,0.12
47,2014,0.1
48,2014,0.12
49,2014,0.09
50,2014,0.12
51,2014,0.06
53,2014,0.09
54,2014,0.07
55,2014,0.16
56,2014,0.1
