1,2011,182395
2,2011,56939
4,2011,256972
5,2011,110850
6,2011,2033990
8,2011,266627
9,2011,233960
10,2011,59275
11,2011,108217
12,2011,736890
13,2011,424494
15,2011,70058
16,2011,57050
17,2011,680395
18,2011,291357
19,2011,150289
20,2011,136613
21,2011,172869
22,2011,241845
23,2011,52007
24,2011,323148
25,2011,412653
26,2011,398912
27,2011,285452
28,2011,97760
29,2011,257985
30,2011,40193
31,2011,98997
32,2011,122420
33,2011,64246
34,2011,498918
35,2011,86737
36,2011,1234073
37,2011,433311
38,2011,40482
39,2011,520398
40,2011,162118
41,2011,200854
42,2011,602686
44,2011,49932
45,2011,171550
46,2011,42362
47,2011,264052
48,2011,1350773
49,2011,124737
50,2011,27622
51,2011,432206
53,2011,372444
54,2011,69892
55,2011,263800
56,2011,43067
1,2012,186960
2,2012,57941
4,2012,267493
5,2012,114090
6,2012,2125135
8,2012,276816
9,2012,239878
10,2012,59104
11,2012,109937
12,2012,766259
13,2012,438801
15,2012,72653
16,2012,58353
17,2012,710348
18,2012,300304
19,2012,159660
20,2012,140441
21,2012,178682
22,2012,250689
23,2012,53180
24,2012,330518
25,2012,428350
26,2012,415145
27,2012,295716
28,2012,103414
29,2012,266672
30,2012,41941
31,2012,102823
32,2012,124938
33,2012,66490
34,2012,523275
35,2012,88212
36,2012,1302527
37,2012,445720
38,2012,49308
39,2012,542097
40,2012,169346
41,2012,203352
42,2012,619417
44,2012,51346
45,2012,176320
46,2012,43177
47,2012,280169
48,2012,1449330
49,2012,128050
50,2012,28348
51,2012,444617
53,2012,390643
54,2012,68722
55,2012,273091
56,2012,40877
1,2013,194671
2,2013,57276
4,2013,274734
5,2013,118553
6,2013,2212991
8,2013,288338
9,2013,246897
10,2013,60816
11,2013,111695
12,2013,800697
13,2013,456483
15,2013,75095
16,2013,61117
17,2013,724795
18,2013,311188
19,2013,166787
20,2013,142449
21,2013,183582
22,2013,246660
23,2013,54609
24,2013,339409
25,2013,441467
26,2013,434674
27,2013,307270
28,2013,104095
29,2013,276715
30,2013,43006
31,2013,109364
32,2013,127989
33,2013,68701
34,2013,537396
35,2013,90828
36,2013,1341591
37,2013,467075
38,2013,51048
39,2013,562845
40,2013,176398
41,2013,204867
42,2013,640294
44,2013,53300
45,2013,182400
46,2013,44673
47,2013,290125
48,2013,1557193
49,2013,134974
50,2013,28838
51,2013,454984
53,2013,407160
54,2013,70595
55,2013,284728
56,2013,41782
1,2014,199440
2,2014,57080
4,2014,284156
5,2014,121395
6,2014,2311616
8,2014,306663
9,2014,253036
10,2014,62756
11,2014,115473
12,2014,839944
13,2014,476483
15,2014,77389
16,2014,63952
17,2014,745875
18,2014,317840
19,2014,170613
20,2014,147075
21,2014,188602
22,2014,251397
23,2014,55838
24,2014,348631
25,2014,459937
26,2014,451516
27,2014,316204
28,2014,104851
29,2014,284462
30,2014,44269
31,2014,112159
32,2014,132064
33,2014,71552
34,2014,549099
35,2014,92959
36,2014,1404518
37,2014,483126
38,2014,55136
39,2014,583261
40,2014,183501
41,2014,215677
42,2014,662890
44,2014,54960
45,2014,190304
46,2014,45867
47,2014,300604
48,2014,1648036
49,2014,141410
50,2014,29613
51,2014,463613
53,2014,427052
54,2014,75337
55,2014,292891
56,2014,44190
