1,2010,0.485235138,0.514764862
2,2010,0.520665232,0.479334768
4,2010,0.49689543,0.50310457
5,2010,0.490988767,0.509011233
6,2010,0.496960508,0.503039492
8,2010,0.501500919,0.498499081
9,2010,0.486848571,0.513151429
10,2010,0.484228064,0.515771936
11,2010,0.472440971,0.527559029
12,2010,0.488893457,0.511106543
13,2010,0.488153541,0.511846459
15,2010,0.500895194,0.499104806
16,2010,0.500840104,0.499159896
17,2010,0.490438818,0.509561182
18,2010,0.491964172,0.508035828
19,2010,0.495311437,0.504688563
20,2010,0.496499238,0.503500762
21,2010,0.491868433,0.508131567
22,2010,0.489636198,0.510363802
23,2010,0.489383822,0.510616178
24,2010,0.483752443,0.516247557
25,2010,0.483704097,0.516295903
26,2010,0.490519109,0.509480891
27,2010,0.496226286,0.503773714
28,2010,0.485617564,0.514382436
29,2010,0.489877979,0.510122021
30,2010,0.501940792,0.498059208
31,2010,0.496409844,0.503590156
32,2010,0.504857974,0.495142026
33,2010,0.493294048,0.506705952
34,2010,0.486821498,0.513178502
35,2010,0.49417613,0.50582387
36,2010,0.484027905,0.515972095
37,2010,0.487420561,0.512579439
38,2010,0.505661049,0.494338951
39,2010,0.488240106,0.511759894
40,2010,0.494758186,0.505241814
41,2010,0.494703659,0.505296341
42,2010,0.487447523,0.512552477
44,2010,0.483002209,0.516997791
45,2010,0.48650408,0.51349592
46,2010,0.500361435,0.499638565
47,2010,0.487180782,0.512819218
48,2010,0.496083514,0.503916486
49,2010,0.502365963,0.497634037
50,2010,0.49255823,0.50744177
51,2010,0.490903479,0.509096521
53,2010,0.498232029,0.501767971
54,2010,0.493055136,0.506944864
55,2010,0.496291439,0.503708561
56,2010,0.509403606,0.490596394
1,2011,0.485014979,0.514985021
2,2011,0.51963403,0.48036597
4,2011,0.497061349,0.502938651
5,2011,0.491093543,0.508906457
6,2011,0.496843753,0.503156247
8,2011,0.501535356,0.498464644
9,2011,0.487153036,0.512846964
10,2011,0.48414404,0.51585596
11,2011,0.473085472,0.526914528
12,2011,0.48884048,0.51115952
13,2011,0.488822251,0.511177749
15,2011,0.501753309,0.498246691
16,2011,0.500996982,0.499003018
17,2011,0.490496531,0.509503469
18,2011,0.492096904,0.507903096
19,2011,0.496095147,0.503904853
20,2011,0.496646475,0.503353525
